2.3590852104429287	2.4426836343052383	38	36
2.504220796526583	2.6156673618430006	36	40
2.834020220034136	2.9366169696230364	38	32
3.0148824167966644	3.1125965078916535	36	40
3.479524315069001	3.5875883983097605	36	40
3.7992038430174717	3.896859936899525	38	32
3.9759291618586365	4.074533684135521	36	40
4.309489924458101	4.4	38	43
4.422822562534942	4.536479389869579	36	40
4.75865652947119	4.857869003483347	36	40
5.0793710579525655	5.181101397800745	36	40
5.430169354908965	5.525010864534061	38	43
5.595434406340401	5.699670536996947	36	40
6.039938268573667	6.152056778864358	36	40
6.5259676426436775	6.631417103571751	36	40
6.8724520836932195	6.960146971228537	38	40
7.254958216489942	7.289485165156838	36	40
7.508689993652897	7.582248073055535	38	32
7.6402348320516245	7.737377173650491	36	41
8.151183557389656	8.24487340441229	36	40
8.152516791570253	8.243472831432806	38	40
8.599167464339013	8.697870361924647	36	45
9.11108105928841	9.205477942921089	36	40
9.55679542978322	9.657899571919835	36	45
10.18441081042994	10.280728192655452	36	40
10.505664966525996	10.603638090241482	38	32
10.706176736825284	10.793846677927853	36	40
11.01839822091041	11.125681710388571	38	32
11.141937073729443	11.253633936359712	36	40
11.619240372319721	11.720850169399126	36	40
12.080025591335795	12.185970843391525	36	40
12.705012165957928	12.809357802755466	36	40
13.22742460767107	13.33105458653644	36	40
13.682827231753027	13.795126053900704	36	40
14.198714701508107	14.29671152297429	36	40
14.652026739812866	14.760852808907966	36	45
14.998581619675605	15.09715680389725	36	43
15.174016382647471	15.272353034855177	38	43
15.319742300987603	15.420378301423119	36	40
15.815849246593311	15.918164699501974	36	40
16.261850343142108	16.37440722458984	36	45
16.588609769384526	16.683877203053193	38	43
16.775882725532522	16.867056646308132	36	43
17.081515992064325	17.166601158447328	38	40
17.21168207946419	17.314080042362118	36	45
17.458175392590704	17.511515044662147	36	40
17.847043129989515	17.945201705642738	36	43
18.342142152968698	18.441226499909856	36	43
18.501760673080515	18.60107433541999	38	32
18.67901478438041	18.767446880218476	38	32
18.818432700508087	18.917403009764907	36	43
19.124235887801966	19.136	36	40
19.143356154670023	19.235062090339518	38	32
19.318692215779215	19.400146948850626	38	40
19.4502718627577	19.549623845848735	38	40
19.623670693695896	19.722214592246765	36	40
20.06612471626822	20.171284553303774	36	45
20.24232646197373	20.264410120708693	38	40
20.382599671623538	20.48914533186781	36	41
20.879654107567823	20.983327418240243	36	40
21.311634876473477	21.418350095866998	36	40
21.495395702841424	21.58885922434216	38	43
21.639845459802633	21.75148060339802	36	40
22.134136870066325	22.218770273576837	36	40
22.582073893597244	22.69472106056971	43	47
22.778122108291697	22.84630421043747	38	43
22.92103506252029	23.032533199820254	36	40
23.443616232587704	23.545135222521534	36	40
23.78171778343343	23.86642563364691	38	43
23.913163553938308	24.024833174620028	36	40
24.247218416648728	24.3441792206299	38	43
24.439015474805604	24.537438209677386	36	40
24.75856265709386	24.843945326473033	38	43
24.887800774623038	25.00064990497828	36	40
25.221535726768515	25.317882067717548	36	40
25.538053022906944	25.63953378023506	36	40
25.86400922268607	25.962124504862288	38	40
26.029765241598817	26.13661908631337	36	40
26.484186972197378	26.59996655961234	36	40
26.9675675655242	27.07755055812611	36	40
27.452929126856475	27.5587383877968	36	45
28.080093994605484	28.1750165963283	36	40
28.583948432469107	28.68351724146944	36	40
29.01481404467048	29.12723408980755	36	45
29.51297510350336	29.611492395639612	36	40
29.842153882785222	29.923491667689596	38	43
29.96929439468324	30.07263502867765	36	45
